YYYY,DOY,Hour,X(au),Y(au),Z(au)
2023,1,0,0.8966,0.3998,-0.0509
2023,1,1,0.8963,0.4005,-0.0510
2023,1,2,0.8960,0.4012,-0.0511
2023,1,3,0.8957,0.4018,-0.0512
2023,1,4,0.8954,0.4025,-0.0513
2023,1,5,0.8951,0.4031,-0.0514
2023,1,6,0.8948,0.4038,-0.0514
2023,1,7,0.8945,0.4045,-0.0515
2023,1,8,0.8942,0.4051,-0.0516
2023,1,9,0.8939,0.4058,-0.0517
2023,1,10,0.8936,0.4064,-0.0518
2023,1,11,0.8933,0.4071,-0.0519
2023,1,12,0.8929,0.4077,-0.0519
2023,1,13,0.8926,0.4084,-0.0520
2023,1,14,0.8923,0.4090,-0.0521
2023,1,15,0.8920,0.4097,-0.0522
2023,1,16,0.8917,0.4104,-0.0523
2023,1,17,0.8914,0.4110,-0.0524
2023,1,18,0.8911,0.4117,-0.0524
2023,1,19,0.8908,0.4123,-0.0525
2023,1,20,0.8905,0.4130,-0.0526
2023,1,21,0.8902,0.4136,-0.0527
2023,1,22,0.8899,0.4143,-0.0528
2023,1,23,0.8896,0.4149,-0.0529
2023,2,0,0.8892,0.4156,-0.0529
2023,2,1,0.8889,0.4162,-0.0530
2023,2,2,0.8886,0.4169,-0.0531
2023,2,3,0.8883,0.4176,-0.0532
2023,2,4,0.8880,0.4182,-0.0533
2023,2,5,0.8877,0.4189,-0.0534
2023,2,6,0.8874,0.4195,-0.0534
2023,2,7,0.8871,0.4202,-0.0535
2023,2,8,0.8867,0.4208,-0.0536
2023,2,9,0.8864,0.4215,-0.0537
2023,2,10,0.8861,0.4221,-0.0538
2023,2,11,0.8858,0.4228,-0.0539
2023,2,12,0.8855,0.4234,-0.0539
2023,2,13,0.8852,0.4241,-0.0540
2023,2,14,0.8848,0.4247,-0.0541
2023,2,15,0.8845,0.4254,-0.0542
2023,2,16,0.8842,0.4260,-0.0543
2023,2,17,0.8839,0.4267,-0.0544
2023,2,18,0.8836,0.4273,-0.0544
2023,2,19,0.8832,0.4280,-0.0545
2023,2,20,0.8829,0.4286,-0.0546
2023,2,21,0.8826,0.4293,-0.0547
2023,2,22,0.8823,0.4299,-0.0548
2023,2,23,0.8820,0.4306,-0.0548
2023,3,0,0.8816,0.4312,-0.0549
2023,3,1,0.8813,0.4319,-0.0550
2023,3,2,0.8810,0.4325,-0.0551
2023,3,3,0.8807,0.4332,-0.0552
2023,3,4,0.8803,0.4338,-0.0553
2023,3,5,0.8800,0.4345,-0.0553
2023,3,6,0.8797,0.4351,-0.0554
2023,3,7,0.8794,0.4357,-0.0555
2023,3,8,0.8790,0.4364,-0.0556
2023,3,9,0.8787,0.4370,-0.0557
2023,3,10,0.8784,0.4377,-0.0558
2023,3,11,0.8781,0.4383,-0.0558
2023,3,12,0.8777,0.4390,-0.0559
2023,3,13,0.8774,0.4396,-0.0560
2023,3,14,0.8771,0.4403,-0.0561
2023,3,15,0.8768,0.4409,-0.0562
2023,3,16,0.8764,0.4416,-0.0562
2023,3,17,0.8761,0.4422,-0.0563
2023,3,18,0.8758,0.4428,-0.0564
2023,3,19,0.8754,0.4435,-0.0565
2023,3,20,0.8751,0.4441,-0.0566
2023,3,21,0.8748,0.4448,-0.0567
2023,3,22,0.8744,0.4454,-0.0567
2023,3,23,0.8741,0.4461,-0.0568
2023,4,0,0.8738,0.4467,-0.0569
2023,4,1,0.8734,0.4473,-0.0570
2023,4,2,0.8731,0.4480,-0.0571
2023,4,3,0.8728,0.4486,-0.0571
2023,4,4,0.8724,0.4493,-0.0572
2023,4,5,0.8721,0.4499,-0.0573
2023,4,6,0.8718,0.4506,-0.0574
2023,4,7,0.8714,0.4512,-0.0575
2023,4,8,0.8711,0.4518,-0.0575
2023,4,9,0.8707,0.4525,-0.0576
2023,4,10,0.8704,0.4531,-0.0577
2023,4,11,0.8701,0.4538,-0.0578
2023,4,12,0.8697,0.4544,-0.0579
2023,4,13,0.8694,0.4550,-0.0580
2023,4,14,0.8690,0.4557,-0.0580
2023,4,15,0.8687,0.4563,-0.0581
2023,4,16,0.8684,0.4570,-0.0582
2023,4,17,0.8680,0.4576,-0.0583
2023,4,18,0.8677,0.4582,-0.0584
2023,4,19,0.8673,0.4589,-0.0584
2023,4,20,0.8670,0.4595,-0.0585
2023,4,21,0.8667,0.4601,-0.0586
2023,4,22,0.8663,0.4608,-0.0587
2023,4,23,0.8660,0.4614,-0.0588
2023,5,0,0.8656,0.4620,-0.0588
2023,5,1,0.8653,0.4627,-0.0589
2023,5,2,0.8649,0.4633,-0.0590
2023,5,3,0.8646,0.4640,-0.0591
2023,5,4,0.8642,0.4646,-0.0592
2023,5,5,0.8639,0.4652,-0.0592
2023,5,6,0.8635,0.4659,-0.0593
2023,5,7,0.8632,0.4665,-0.0594
2023,5,8,0.8628,0.4671,-0.0595
2023,5,9,0.8625,0.4678,-0.0596
2023,5,10,0.8621,0.4684,-0.0597
2023,5,11,0.8618,0.4690,-0.0597
2023,5,12,0.8614,0.4697,-0.0598
2023,5,13,0.8611,0.4703,-0.0599
2023,5,14,0.8607,0.4709,-0.0600
2023,5,15,0.8604,0.4716,-0.0601
2023,5,16,0.8600,0.4722,-0.0601
2023,5,17,0.8597,0.4728,-0.0602
2023,5,18,0.8593,0.4735,-0.0603
2023,5,19,0.8590,0.4741,-0.0604
2023,5,20,0.8586,0.4747,-0.0605
2023,5,21,0.8583,0.4754,-0.0605
2023,5,22,0.8579,0.4760,-0.0606
2023,5,23,0.8576,0.4766,-0.0607
2023,6,0,0.8572,0.4773,-0.0608
2023,6,1,0.8568,0.4779,-0.0609
2023,6,2,0.8565,0.4785,-0.0609
2023,6,3,0.8561,0.4791,-0.0610
2023,6,4,0.8558,0.4798,-0.0611
2023,6,5,0.8554,0.4804,-0.0612
2023,6,6,0.8551,0.4810,-0.0613
2023,6,7,0.8547,0.4817,-0.0613
2023,6,8,0.8543,0.4823,-0.0614
2023,6,9,0.8540,0.4829,-0.0615
2023,6,10,0.8536,0.4835,-0.0616
2023,6,11,0.8533,0.4842,-0.0617
2023,6,12,0.8529,0.4848,-0.0617
2023,6,13,0.8525,0.4854,-0.0618
2023,6,14,0.8522,0.4861,-0.0619
2023,6,15,0.8518,0.4867,-0.0620
2023,6,16,0.8514,0.4873,-0.0621
2023,6,17,0.8511,0.4879,-0.0621
2023,6,18,0.8507,0.4886,-0.0622
2023,6,19,0.8504,0.4892,-0.0623
2023,6,20,0.8500,0.4898,-0.0624
2023,6,21,0.8496,0.4904,-0.0624
2023,6,22,0.8493,0.4911,-0.0625
2023,6,23,0.8489,0.4917,-0.0626
2023,7,0,0.8485,0.4923,-0.0627
2023,7,1,0.8482,0.4929,-0.0628
2023,7,2,0.8478,0.4936,-0.0628
2023,7,3,0.8474,0.4942,-0.0629
2023,7,4,0.8471,0.4948,-0.0630
2023,7,5,0.8467,0.4954,-0.0631
2023,7,6,0.8463,0.4960,-0.0632
2023,7,7,0.8459,0.4967,-0.0632
2023,7,8,0.8456,0.4973,-0.0633
2023,7,9,0.8452,0.4979,-0.0634
2023,7,10,0.8448,0.4985,-0.0635
2023,7,11,0.8445,0.4992,-0.0636
2023,7,12,0.8441,0.4998,-0.0636
2023,7,13,0.8437,0.5004,-0.0637
2023,7,14,0.8433,0.5010,-0.0638
2023,7,15,0.8430,0.5016,-0.0639
2023,7,16,0.8426,0.5023,-0.0640
2023,7,17,0.8422,0.5029,-0.0640
2023,7,18,0.8418,0.5035,-0.0641
2023,7,19,0.8415,0.5041,-0.0642
2023,7,20,0.8411,0.5047,-0.0643
2023,7,21,0.8407,0.5054,-0.0643
2023,7,22,0.8403,0.5060,-0.0644
2023,7,23,0.8400,0.5066,-0.0645
2023,8,0,0.8396,0.5072,-0.0646
2023,8,1,0.8392,0.5078,-0.0647
2023,8,2,0.8388,0.5084,-0.0647
2023,8,3,0.8384,0.5091,-0.0648
2023,8,4,0.8381,0.5097,-0.0649
2023,8,5,0.8377,0.5103,-0.0650
2023,8,6,0.8373,0.5109,-0.0650
2023,8,7,0.8369,0.5115,-0.0651
2023,8,8,0.8365,0.5121,-0.0652
2023,8,9,0.8362,0.5128,-0.0653
2023,8,10,0.8358,0.5134,-0.0654
2023,8,11,0.8354,0.5140,-0.0654
2023,8,12,0.8350,0.5146,-0.0655
2023,8,13,0.8346,0.5152,-0.0656
2023,8,14,0.8342,0.5158,-0.0657
2023,8,15,0.8339,0.5164,-0.0658
2023,8,16,0.8335,0.5171,-0.0658
2023,8,17,0.8331,0.5177,-0.0659
2023,8,18,0.8327,0.5183,-0.0660
2023,8,19,0.8323,0.5189,-0.0661
2023,8,20,0.8319,0.5195,-0.0661
2023,8,21,0.8315,0.5201,-0.0662
2023,8,22,0.8312,0.5207,-0.0663
2023,8,23,0.8308,0.5213,-0.0664
2023,9,0,0.8304,0.5220,-0.0665
2023,9,1,0.8300,0.5226,-0.0665
2023,9,2,0.8296,0.5232,-0.0666
2023,9,3,0.8292,0.5238,-0.0667
2023,9,4,0.8288,0.5244,-0.0668
2023,9,5,0.8284,0.5250,-0.0668
2023,9,6,0.8280,0.5256,-0.0669
2023,9,7,0.8276,0.5262,-0.0670
2023,9,8,0.8273,0.5268,-0.0671
2023,9,9,0.8269,0.5274,-0.0671
2023,9,10,0.8265,0.5281,-0.0672
2023,9,11,0.8261,0.5287,-0.0673
2023,9,12,0.8257,0.5293,-0.0674
2023,9,13,0.8253,0.5299,-0.0675
2023,9,14,0.8249,0.5305,-0.0675
2023,9,15,0.8245,0.5311,-0.0676
2023,9,16,0.8241,0.5317,-0.0677
2023,9,17,0.8237,0.5323,-0.0678
2023,9,18,0.8233,0.5329,-0.0678
2023,9,19,0.8229,0.5335,-0.0679
2023,9,20,0.8225,0.5341,-0.0680
2023,9,21,0.8221,0.5347,-0.0681
2023,9,22,0.8217,0.5353,-0.0681
2023,9,23,0.8213,0.5359,-0.0682
2023,10,0,0.8209,0.5365,-0.0683
2023,10,1,0.8205,0.5371,-0.0684
2023,10,2,0.8201,0.5377,-0.0685
2023,10,3,0.8197,0.5384,-0.0685
2023,10,4,0.8193,0.5390,-0.0686
2023,10,5,0.8189,0.5396,-0.0687
2023,10,6,0.8185,0.5402,-0.0688
2023,10,7,0.8181,0.5408,-0.0688
2023,10,8,0.8177,0.5414,-0.0689
2023,10,9,0.8173,0.5420,-0.0690
2023,10,10,0.8169,0.5426,-0.0691
2023,10,11,0.8165,0.5432,-0.0691
2023,10,12,0.8161,0.5438,-0.0692
2023,10,13,0.8157,0.5444,-0.0693
2023,10,14,0.8153,0.5450,-0.0694
2023,10,15,0.8149,0.5456,-0.0694
2023,10,16,0.8145,0.5462,-0.0695
2023,10,17,0.8141,0.5468,-0.0696
2023,10,18,0.8137,0.5474,-0.0697
2023,10,19,0.8132,0.5480,-0.0698
2023,10,20,0.8128,0.5486,-0.0698
2023,10,21,0.8124,0.5492,-0.0699
2023,10,22,0.8120,0.5498,-0.0700
2023,10,23,0.8116,0.5504,-0.0701
2023,11,0,0.8112,0.5510,-0.0701
2023,11,1,0.8108,0.5516,-0.0702
2023,11,2,0.8104,0.5522,-0.0703
2023,11,3,0.8100,0.5528,-0.0704
2023,11,4,0.8096,0.5533,-0.0704
2023,11,5,0.8091,0.5539,-0.0705
2023,11,6,0.8087,0.5545,-0.0706
2023,11,7,0.8083,0.5551,-0.0707
2023,11,8,0.8079,0.5557,-0.0707
2023,11,9,0.8075,0.5563,-0.0708
2023,11,10,0.8071,0.5569,-0.0709
2023,11,11,0.8067,0.5575,-0.0710
2023,11,12,0.8063,0.5581,-0.0710
2023,11,13,0.8058,0.5587,-0.0711
2023,11,14,0.8054,0.5593,-0.0712
2023,11,15,0.8050,0.5599,-0.0713
2023,11,16,0.8046,0.5605,-0.0713
2023,11,17,0.8042,0.5611,-0.0714
2023,11,18,0.8038,0.5617,-0.0715
2023,11,19,0.8033,0.5623,-0.0716
2023,11,20,0.8029,0.5628,-0.0716
2023,11,21,0.8025,0.5634,-0.0717
2023,11,22,0.8021,0.5640,-0.0718
2023,11,23,0.8017,0.5646,-0.0719
2023,12,0,0.8012,0.5652,-0.0719
2023,12,1,0.8008,0.5658,-0.0720
2023,12,2,0.8004,0.5664,-0.0721
2023,12,3,0.8000,0.5670,-0.0722
2023,12,4,0.7996,0.5676,-0.0722
2023,12,5,0.7991,0.5682,-0.0723
2023,12,6,0.7987,0.5687,-0.0724
2023,12,7,0.7983,0.5693,-0.0725
2023,12,8,0.7979,0.5699,-0.0725
2023,12,9,0.7974,0.5705,-0.0726
2023,12,10,0.7970,0.5711,-0.0727
2023,12,11,0.7966,0.5717,-0.0728
2023,12,12,0.7962,0.5723,-0.0728
2023,12,13,0.7957,0.5729,-0.0729
2023,12,14,0.7953,0.5734,-0.0730
2023,12,15,0.7949,0.5740,-0.0731
2023,12,16,0.7945,0.5746,-0.0731
2023,12,17,0.7940,0.5752,-0.0732
2023,12,18,0.7936,0.5758,-0.0733
2023,12,19,0.7932,0.5764,-0.0734
2023,12,20,0.7927,0.5770,-0.0734
2023,12,21,0.7923,0.5775,-0.0735
2023,12,22,0.7919,0.5781,-0.0736
2023,12,23,0.7915,0.5787,-0.0737
2023,13,0,0.7910,0.5793,-0.0737
2023,13,1,0.7906,0.5799,-0.0738
2023,13,2,0.7902,0.5804,-0.0739
2023,13,3,0.7897,0.5810,-0.0739
2023,13,4,0.7893,0.5816,-0.0740
2023,13,5,0.7889,0.5822,-0.0741
2023,13,6,0.7884,0.5828,-0.0742
2023,13,7,0.7880,0.5834,-0.0742
2023,13,8,0.7876,0.5839,-0.0743
2023,13,9,0.7871,0.5845,-0.0744
2023,13,10,0.7867,0.5851,-0.0745
2023,13,11,0.7863,0.5857,-0.0745
2023,13,12,0.7858,0.5863,-0.0746
2023,13,13,0.7854,0.5868,-0.0747
2023,13,14,0.7849,0.5874,-0.0748
2023,13,15,0.7845,0.5880,-0.0748
2023,13,16,0.7841,0.5886,-0.0749
2023,13,17,0.7836,0.5891,-0.0750
2023,13,18,0.7832,0.5897,-0.0751
2023,13,19,0.7828,0.5903,-0.0751
2023,13,20,0.7823,0.5909,-0.0752
2023,13,21,0.7819,0.5915,-0.0753
2023,13,22,0.7814,0.5920,-0.0753
2023,13,23,0.7810,0.5926,-0.0754
2023,14,0,0.7806,0.5932,-0.0755
2023,14,1,0.7801,0.5938,-0.0756
2023,14,2,0.7797,0.5943,-0.0756
2023,14,3,0.7792,0.5949,-0.0757
2023,14,4,0.7788,0.5955,-0.0758
2023,14,5,0.7783,0.5961,-0.0759
2023,14,6,0.7779,0.5966,-0.0759
2023,14,7,0.7775,0.5972,-0.0760
2023,14,8,0.7770,0.5978,-0.0761
2023,14,9,0.7766,0.5983,-0.0761
2023,14,10,0.7761,0.5989,-0.0762
2023,14,11,0.7757,0.5995,-0.0763
2023,14,12,0.7752,0.6001,-0.0764
2023,14,13,0.7748,0.6006,-0.0764
2023,14,14,0.7743,0.6012,-0.0765
2023,14,15,0.7739,0.6018,-0.0766
2023,14,16,0.7734,0.6023,-0.0767
2023,14,17,0.7730,0.6029,-0.0767
2023,14,18,0.7725,0.6035,-0.0768
2023,14,19,0.7721,0.6041,-0.0769
2023,14,20,0.7717,0.6046,-0.0769
2023,14,21,0.7712,0.6052,-0.0770
2023,14,22,0.7708,0.6058,-0.0771
2023,14,23,0.7703,0.6063,-0.0772
2023,15,0,0.7699,0.6069,-0.0772
2023,15,1,0.7694,0.6075,-0.0773
2023,15,2,0.7689,0.6080,-0.0774
2023,15,3,0.7685,0.6086,-0.0774
2023,15,4,0.7680,0.6092,-0.0775
2023,15,5,0.7676,0.6097,-0.0776
2023,15,6,0.7671,0.6103,-0.0777
2023,15,7,0.7667,0.6109,-0.0777
2023,15,8,0.7662,0.6114,-0.0778
2023,15,9,0.7658,0.6120,-0.0779
2023,15,10,0.7653,0.6126,-0.0779
2023,15,11,0.7649,0.6131,-0.0780
2023,15,12,0.7644,0.6137,-0.0781
2023,15,13,0.7640,0.6142,-0.0782
2023,15,14,0.7635,0.6148,-0.0782
2023,15,15,0.7630,0.6154,-0.0783
2023,15,16,0.7626,0.6159,-0.0784
2023,15,17,0.7621,0.6165,-0.0784
2023,15,18,0.7617,0.6171,-0.0785
2023,15,19,0.7612,0.6176,-0.0786
2023,15,20,0.7607,0.6182,-0.0787
2023,15,21,0.7603,0.6187,-0.0787
2023,15,22,0.7598,0.6193,-0.0788
2023,15,23,0.7594,0.6199,-0.0789
2023,16,0,0.7589,0.6204,-0.0789
2023,16,1,0.7584,0.6210,-0.0790
2023,16,2,0.7580,0.6215,-0.0791
2023,16,3,0.7575,0.6221,-0.0792
2023,16,4,0.7571,0.6227,-0.0792
2023,16,5,0.7566,0.6232,-0.0793
2023,16,6,0.7561,0.6238,-0.0794
2023,16,7,0.7557,0.6243,-0.0794
2023,16,8,0.7552,0.6249,-0.0795
2023,16,9,0.7547,0.6254,-0.0796
2023,16,10,0.7543,0.6260,-0.0797
2023,16,11,0.7538,0.6266,-0.0797
2023,16,12,0.7533,0.6271,-0.0798
2023,16,13,0.7529,0.6277,-0.0799
2023,16,14,0.7524,0.6282,-0.0799
2023,16,15,0.7519,0.6288,-0.0800
2023,16,16,0.7515,0.6293,-0.0801
2023,16,17,0.7510,0.6299,-0.0801
2023,16,18,0.7505,0.6304,-0.0802
2023,16,19,0.7501,0.6310,-0.0803
2023,16,20,0.7496,0.6315,-0.0804
2023,16,21,0.7491,0.6321,-0.0804
2023,16,22,0.7487,0.6326,-0.0805
2023,16,23,0.7482,0.6332,-0.0806
2023,17,0,0.7477,0.6338,-0.0806
2023,17,1,0.7472,0.6343,-0.0807
2023,17,2,0.7468,0.6349,-0.0808
2023,17,3,0.7463,0.6354,-0.0808
2023,17,4,0.7458,0.6360,-0.0809
2023,17,5,0.7454,0.6365,-0.0810
2023,17,6,0.7449,0.6371,-0.0811
2023,17,7,0.7444,0.6376,-0.0811
2023,17,8,0.7439,0.6382,-0.0812
2023,17,9,0.7435,0.6387,-0.0813
2023,17,10,0.7430,0.6393,-0.0813
2023,17,11,0.7425,0.6398,-0.0814
2023,17,12,0.7420,0.6403,-0.0815
2023,17,13,0.7416,0.6409,-0.0815
2023,17,14,0.7411,0.6414,-0.0816
2023,17,15,0.7406,0.6420,-0.0817
2023,17,16,0.7401,0.6425,-0.0818
2023,17,17,0.7397,0.6431,-0.0818
2023,17,18,0.7392,0.6436,-0.0819
2023,17,19,0.7387,0.6442,-0.0820
2023,17,20,0.7382,0.6447,-0.0820
2023,17,21,0.7377,0.6453,-0.0821
2023,17,22,0.7373,0.6458,-0.0822
2023,17,23,0.7368,0.6463,-0.0822
2023,18,0,0.7363,0.6469,-0.0823
2023,18,1,0.7358,0.6474,-0.0824
2023,18,2,0.7353,0.6480,-0.0824
2023,18,3,0.7349,0.6485,-0.0825
2023,18,4,0.7344,0.6491,-0.0826
2023,18,5,0.7339,0.6496,-0.0826
2023,18,6,0.7334,0.6501,-0.0827
2023,18,7,0.7329,0.6507,-0.0828
2023,18,8,0.7324,0.6512,-0.0829
2023,18,9,0.7320,0.6518,-0.0829
2023,18,10,0.7315,0.6523,-0.0830
2023,18,11,0.7310,0.6528,-0.0831
2023,18,12,0.7305,0.6534,-0.0831
2023,18,13,0.7300,0.6539,-0.0832
2023,18,14,0.7295,0.6545,-0.0833
2023,18,15,0.7290,0.6550,-0.0833
2023,18,16,0.7286,0.6555,-0.0834
2023,18,17,0.7281,0.6561,-0.0835
2023,18,18,0.7276,0.6566,-0.0835
2023,18,19,0.7271,0.6571,-0.0836
2023,18,20,0.7266,0.6577,-0.0837
2023,18,21,0.7261,0.6582,-0.0837
2023,18,22,0.7256,0.6588,-0.0838
2023,18,23,0.7251,0.6593,-0.0839
2023,19,0,0.7247,0.6598,-0.0839
2023,19,1,0.7242,0.6604,-0.0840
2023,19,2,0.7237,0.6609,-0.0841
2023,19,3,0.7232,0.6614,-0.0841
2023,19,4,0.7227,0.6620,-0.0842
2023,19,5,0.7222,0.6625,-0.0843
2023,19,6,0.7217,0.6630,-0.0844
2023,19,7,0.7212,0.6636,-0.0844
2023,19,8,0.7207,0.6641,-0.0845
2023,19,9,0.7202,0.6646,-0.0846
2023,19,10,0.7197,0.6652,-0.0846
2023,19,11,0.7192,0.6657,-0.0847
2023,19,12,0.7187,0.6662,-0.0848
2023,19,13,0.7182,0.6668,-0.0848
2023,19,14,0.7178,0.6673,-0.0849
2023,19,15,0.7173,0.6678,-0.0850
2023,19,16,0.7168,0.6683,-0.0850
2023,19,17,0.7163,0.6689,-0.0851
2023,19,18,0.7158,0.6694,-0.0852
2023,19,19,0.7153,0.6699,-0.0852
2023,19,20,0.7148,0.6705,-0.0853
2023,19,21,0.7143,0.6710,-0.0854
2023,19,22,0.7138,0.6715,-0.0854
2023,19,23,0.7133,0.6720,-0.0855
2023,20,0,0.7128,0.6726,-0.0856
2023,20,1,0.7123,0.6731,-0.0856
2023,20,2,0.7118,0.6736,-0.0857
2023,20,3,0.7113,0.6741,-0.0858
2023,20,4,0.7108,0.6747,-0.0858
2023,20,5,0.7103,0.6752,-0.0859
2023,20,6,0.7098,0.6757,-0.0860
2023,20,7,0.7093,0.6762,-0.0860
2023,20,8,0.7088,0.6768,-0.0861
2023,20,9,0.7083,0.6773,-0.0862
2023,20,10,0.7078,0.6778,-0.0862
2023,20,11,0.7073,0.6783,-0.0863
2023,20,12,0.7068,0.6788,-0.0864
2023,20,13,0.7063,0.6794,-0.0864
2023,20,14,0.7057,0.6799,-0.0865
2023,20,15,0.7052,0.6804,-0.0866
2023,20,16,0.7047,0.6809,-0.0866
2023,20,17,0.7042,0.6815,-0.0867
2023,20,18,0.7037,0.6820,-0.0868
2023,20,19,0.7032,0.6825,-0.0868
2023,20,20,0.7027,0.6830,-0.0869
2023,20,21,0.7022,0.6835,-0.0870
2023,20,22,0.7017,0.6840,-0.0870
2023,20,23,0.7012,0.6846,-0.0871
2023,21,0,0.7007,0.6851,-0.0871
2023,21,1,0.7002,0.6856,-0.0872
2023,21,2,0.6997,0.6861,-0.0873
2023,21,3,0.6992,0.6866,-0.0873
2023,21,4,0.6986,0.6871,-0.0874
2023,21,5,0.6981,0.6877,-0.0875
2023,21,6,0.6976,0.6882,-0.0875
2023,21,7,0.6971,0.6887,-0.0876
2023,21,8,0.6966,0.6892,-0.0877
2023,21,9,0.6961,0.6897,-0.0877
2023,21,10,0.6956,0.6902,-0.0878
2023,21,11,0.6951,0.6908,-0.0879
2023,21,12,0.6945,0.6913,-0.0879
2023,21,13,0.6940,0.6918,-0.0880
2023,21,14,0.6935,0.6923,-0.0881
2023,21,15,0.6930,0.6928,-0.0881
2023,21,16,0.6925,0.6933,-0.0882
2023,21,17,0.6920,0.6938,-0.0883
2023,21,18,0.6915,0.6943,-0.0883
2023,21,19,0.6909,0.6948,-0.0884
2023,21,20,0.6904,0.6954,-0.0885
2023,21,21,0.6899,0.6959,-0.0885
2023,21,22,0.6894,0.6964,-0.0886
2023,21,23,0.6889,0.6969,-0.0886
2023,22,0,0.6884,0.6974,-0.0887
2023,22,1,0.6878,0.6979,-0.0888
2023,22,2,0.6873,0.6984,-0.0888
2023,22,3,0.6868,0.6989,-0.0889
2023,22,4,0.6863,0.6994,-0.0890
2023,22,5,0.6858,0.6999,-0.0890
2023,22,6,0.6852,0.7004,-0.0891
2023,22,7,0.6847,0.7009,-0.0892
2023,22,8,0.6842,0.7014,-0.0892
2023,22,9,0.6837,0.7020,-0.0893
2023,22,10,0.6832,0.7025,-0.0894
2023,22,11,0.6826,0.7030,-0.0894
2023,22,12,0.6821,0.7035,-0.0895
2023,22,13,0.6816,0.7040,-0.0895
2023,22,14,0.6811,0.7045,-0.0896
2023,22,15,0.6806,0.7050,-0.0897
2023,22,16,0.6800,0.7055,-0.0897
2023,22,17,0.6795,0.7060,-0.0898
2023,22,18,0.6790,0.7065,-0.0899
2023,22,19,0.6785,0.7070,-0.0899
2023,22,20,0.6779,0.7075,-0.0900
2023,22,21,0.6774,0.7080,-0.0901
2023,22,22,0.6769,0.7085,-0.0901
2023,22,23,0.6764,0.7090,-0.0902
2023,23,0,0.6758,0.7095,-0.0902
2023,23,1,0.6753,0.7100,-0.0903
2023,23,2,0.6748,0.7105,-0.0904
2023,23,3,0.6742,0.7110,-0.0904
2023,23,4,0.6737,0.7115,-0.0905
2023,23,5,0.6732,0.7120,-0.0906
2023,23,6,0.6727,0.7125,-0.0906
2023,23,7,0.6721,0.7130,-0.0907
2023,23,8,0.6716,0.7135,-0.0907
2023,23,9,0.6711,0.7140,-0.0908
2023,23,10,0.6705,0.7145,-0.0909
2023,23,11,0.6700,0.7149,-0.0909
2023,23,12,0.6695,0.7154,-0.0910
2023,23,13,0.6690,0.7159,-0.0911
2023,23,14,0.6684,0.7164,-0.0911
2023,23,15,0.6679,0.7169,-0.0912
2023,23,16,0.6674,0.7174,-0.0913
2023,23,17,0.6668,0.7179,-0.0913
2023,23,18,0.6663,0.7184,-0.0914
2023,23,19,0.6658,0.7189,-0.0914
2023,23,20,0.6652,0.7194,-0.0915
2023,23,21,0.6647,0.7199,-0.0916
2023,23,22,0.6642,0.7204,-0.0916
2023,23,23,0.6636,0.7209,-0.0917
2023,24,0,0.6631,0.7214,-0.0918
2023,24,1,0.6625,0.7218,-0.0918
2023,24,2,0.6620,0.7223,-0.0919
2023,24,3,0.6615,0.7228,-0.0919
2023,24,4,0.6609,0.7233,-0.0920
2023,24,5,0.6604,0.7238,-0.0921
2023,24,6,0.6599,0.7243,-0.0921
2023,24,7,0.6593,0.7248,-0.0922
2023,24,8,0.6588,0.7253,-0.0922
2023,24,9,0.6583,0.7257,-0.0923
2023,24,10,0.6577,0.7262,-0.0924
2023,24,11,0.6572,0.7267,-0.0924
2023,24,12,0.6566,0.7272,-0.0925
2023,24,13,0.6561,0.7277,-0.0926
2023,24,14,0.6556,0.7282,-0.0926
2023,24,15,0.6550,0.7287,-0.0927
2023,24,16,0.6545,0.7291,-0.0927
2023,24,17,0.6539,0.7296,-0.0928
2023,24,18,0.6534,0.7301,-0.0929
2023,24,19,0.6529,0.7306,-0.0929
2023,24,20,0.6523,0.7311,-0.0930
2023,24,21,0.6518,0.7316,-0.0930
2023,24,22,0.6512,0.7320,-0.0931
2023,24,23,0.6507,0.7325,-0.0932
2023,25,0,0.6501,0.7330,-0.0932
2023,25,1,0.6496,0.7335,-0.0933
2023,25,2,0.6490,0.7340,-0.0933
2023,25,3,0.6485,0.7344,-0.0934
2023,25,4,0.6480,0.7349,-0.0935
2023,25,5,0.6474,0.7354,-0.0935
2023,25,6,0.6469,0.7359,-0.0936
2023,25,7,0.6463,0.7363,-0.0937
2023,25,8,0.6458,0.7368,-0.0937
2023,25,9,0.6452,0.7373,-0.0938
2023,25,10,0.6447,0.7378,-0.0938
2023,25,11,0.6441,0.7383,-0.0939
2023,25,12,0.6436,0.7387,-0.0940
2023,25,13,0.6430,0.7392,-0.0940
2023,25,14,0.6425,0.7397,-0.0941
2023,25,15,0.6419,0.7402,-0.0941
2023,25,16,0.6414,0.7406,-0.0942
2023,25,17,0.6408,0.7411,-0.0943
2023,25,18,0.6403,0.7416,-0.0943
2023,25,19,0.6397,0.7420,-0.0944
2023,25,20,0.6392,0.7425,-0.0944
2023,25,21,0.6386,0.7430,-0.0945
2023,25,22,0.6381,0.7435,-0.0946
2023,25,23,0.6375,0.7439,-0.0946
2023,26,0,0.6370,0.7444,-0.0947
2023,26,1,0.6364,0.7449,-0.0947
2023,26,2,0.6359,0.7453,-0.0948
2023,26,3,0.6353,0.7458,-0.0949
2023,26,4,0.6348,0.7463,-0.0949
2023,26,5,0.6342,0.7468,-0.0950
2023,26,6,0.6337,0.7472,-0.0950
